Seconds Time Day T0_Nipple_close_to_WaCu T1_WaCu_piece T2_Nipple_far_from_WaCu T3_Flat_slower_end T4_Fat_slower T5_Chamber_by_the_tube T6_Viewport_computer T7_Viewport_door T8_NU T9_NU T10_NU T11_NU T12_Viewport_door T13_Viewport_door T14_Viewport_door T15_Viewport_door T16_Viewport_door T17_Viewport_door T18_Viewport_door T19_Viewport_door T20_Viewport_door T21_Viewport_door T22_Viewport_door T23_Viewport_door S0_Nipple_close_to_WaCu S1_WaCu_piece S2_Nipple_far_from_WaCu S3_Flat_slower_end S4_Fat_slower S5_Chamber_by_the_tube S6_Viewport_computer S7_Viewport_door S8_NU S9_NU S10_NU S11_NU S12_Viewport_door S13_Viewport_door S14_Viewport_door S15_Viewport_door S16_Viewport_door S17_Viewport_door S18_Viewport_door S19_Viewport_door S20_Viewport_door S21_Viewport_door S22_Viewport_door S23_Viewport_door O0_Nipple_close_to_WaCu O1_WaCu_piece O2_Nipple_far_from_WaCu O3_Flat_slower_end O4_Fat_slower O5_Chamber_by_the_tube O6_Viewport_computer O7_Viewport_door O8_NU O9_NU O10_NU O11_NU O12_Viewport_door O13_Viewport_door O14_Viewport_door O15_Viewport_door O16_Viewport_door O17_Viewport_door O18_Viewport_door O19_Viewport_door O20_Viewport_door O21_Viewport_door O22_Viewport_door O23_Viewport_door 
281 20:26:54 22Jun2016 24 24 23 22 21 23 22 25 21 25 23 23 22 22 22 20 21 22 21 22 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
286 20:26:59 22Jun2016 23 24 23 23 21 23 22 25 21 26 23 22 22 22 22 21 22 22 21 21 22 23 21 21 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
291 20:27:4 22Jun2016 24 24 23 23 22 23 22 26 21 25 22 23 22 21 22 20 22 22 21 21 22 23 21 21 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
296 20:27:9 22Jun2016 23 24 23 23 22 23 22 25 21 26 23 23 22 22 22 21 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
301 20:27:14 22Jun2016 24 24 23 23 21 23 22 25 21 26 22 23 22 22 22 21 21 22 21 21 22 23 21 21 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
306 20:27:19 22Jun2016 24 24 23 23 21 23 22 25 21 25 23 23 22 22 22 21 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
311 20:27:24 22Jun2016 24 24 23 23 21 23 22 25 21 26 22 23 22 21 22 21 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
316 20:27:29 22Jun2016 23 24 23 23 22 23 22 25 21 26 23 23 22 21 22 21 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
321 20:27:34 22Jun2016 24 24 23 23 21 23 22 25 21 26 23 22 22 21 22 21 21 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
326 20:27:39 22Jun2016 24 24 23 23 21 23 22 25 21 26 23 23 22 22 22 20 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
331 20:27:44 22Jun2016 24 23 23 23 22 23 22 25 21 26 23 23 22 22 22 20 21 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
336 20:27:49 22Jun2016 24 24 22 23 22 23 22 25 21 26 23 23 22 21 22 21 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
341 20:27:54 22Jun2016 23 24 23 23 21 23 22 25 21 26 23 23 22 22 22 20 22 21 21 21 22 23 21 21 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
346 20:27:59 22Jun2016 24 24 23 23 21 23 22 25 21 25 23 23 22 21 22 21 21 22 21 21 22 23 21 21 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
351 20:28:4 22Jun2016 24 24 22 23 21 23 22 25 21 26 23 22 22 22 22 21 21 22 21 21 22 23 20 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
356 20:28:9 22Jun2016 24 24 23 23 21 23 22 25 21 26 23 22 22 22 22 21 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
361 20:28:14 22Jun2016 24 24 23 23 21 23 22 25 21 26 23 22 22 22 22 20 21 22 21 21 22 23 21 21 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
366 20:28:19 22Jun2016 23 24 23 23 21 23 22 25 21 26 23 23 22 22 22 20 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
371 20:28:24 22Jun2016 24 24 23 23 22 23 21 25 21 25 22 23 22 21 22 21 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
376 20:28:29 22Jun2016 24 24 23 23 21 23 21 25 21 26 22 23 22 22 22 21 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
381 20:28:34 22Jun2016 24 24 23 23 22 23 22 25 21 26 23 22 22 21 21 20 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
386 20:28:39 22Jun2016 24 24 23 23 21 23 22 25 21 26 23 22 22 21 22 20 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
391 20:28:44 22Jun2016 24 24 23 23 21 23 22 25 21 26 23 23 22 22 22 21 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
396 20:28:49 22Jun2016 24 24 22 23 21 23 22 25 21 26 22 23 22 22 22 21 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
401 20:28:54 22Jun2016 23 24 23 23 21 23 22 25 21 25 23 23 22 22 22 21 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
406 20:28:59 22Jun2016 24 24 23 23 21 23 22 25 21 25 23 23 22 21 22 21 21 22 20 21 22 23 21 21 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
411 20:29:4 22Jun2016 24 24 23 23 21 23 22 25 21 26 23 23 22 22 22 21 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
416 20:29:9 22Jun2016 24 24 23 23 22 23 21 25 21 26 23 23 22 21 22 20 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
421 20:29:14 22Jun2016 23 24 23 23 22 23 22 26 21 26 23 23 22 21 22 21 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
426 20:29:19 22Jun2016 24 23 23 23 21 23 22 25 21 26 23 23 21 21 22 21 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
431 20:29:24 22Jun2016 23 24 23 23 22 23 22 25 21 26 23 23 22 21 22 21 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
436 20:29:29 22Jun2016 24 24 23 23 22 23 22 25 21 25 22 23 22 22 22 21 21 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
441 20:29:34 22Jun2016 24 24 23 23 21 23 22 25 21 26 22 22 22 22 22 20 22 22 21 21 22 23 21 21 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
446 20:29:39 22Jun2016 24 24 22 23 22 23 22 25 21 26 22 23 22 21 22 20 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
451 20:29:44 22Jun2016 24 24 23 23 22 23 21 25 21 26 23 22 22 21 22 21 21 22 21 21 22 23 21 21 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
456 20:29:49 22Jun2016 24 24 23 23 21 23 22 25 21 26 23 23 22 21 22 20 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
461 20:29:54 22Jun2016 24 24 23 22 22 23 22 25 21 26 23 23 22 22 22 20 21 22 21 21 22 23 21 21 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
466 20:29:59 22Jun2016 24 24 23 23 21 23 21 26 21 26 23 23 22 21 22 21 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
471 20:30:4 22Jun2016 23 24 23 23 22 23 22 25 21 26 23 23 22 22 22 21 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
476 20:30:9 22Jun2016 24 24 23 23 21 23 22 25 21 26 23 23 22 21 22 21 21 21 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
481 20:30:14 22Jun2016 23 24 23 23 22 23 22 25 21 26 23 23 22 22 22 20 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
486 20:30:19 22Jun2016 23 24 23 23 22 23 22 25 21 26 23 23 22 21 22 20 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
491 20:30:24 22Jun2016 24 24 23 23 21 23 22 25 21 26 22 23 22 21 22 21 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
496 20:30:29 22Jun2016 24 24 23 23 21 23 22 25 21 26 22 23 22 21 22 21 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
501 20:30:34 22Jun2016 23 24 23 23 21 23 22 25 21 26 22 23 22 21 22 21 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
506 20:30:39 22Jun2016 24 24 23 23 21 23 22 25 21 26 23 23 22 22 22 20 21 22 21 21 22 23 20 21 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
511 20:30:44 22Jun2016 23 24 23 23 22 23 22 25 21 26 23 23 22 22 22 20 21 22 21 22 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
516 20:30:49 22Jun2016 24 24 23 23 21 23 22 25 21 26 22 23 22 21 22 21 22 22 21 22 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
521 20:30:54 22Jun2016 24 24 23 23 22 23 22 25 21 26 23 23 22 22 22 21 22 22 21 21 22 23 21 21 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
526 20:30:59 22Jun2016 23 23 23 23 21 23 22 25 21 26 23 23 22 21 22 20 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
531 20:31:4 22Jun2016 23 23 23 23 21 23 22 25 21 26 23 23 22 22 22 21 22 21 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
536 20:31:9 22Jun2016 24 24 23 23 21 23 22 25 21 26 23 23 22 22 22 20 22 22 21 22 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
541 20:31:14 22Jun2016 23 24 23 23 21 23 21 25 21 25 23 23 22 22 22 20 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
546 20:31:19 22Jun2016 24 24 23 23 21 23 21 25 21 26 23 23 21 21 22 21 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
551 20:31:24 22Jun2016 24 24 23 23 22 23 22 25 21 26 22 23 22 22 22 21 22 22 21 21 22 23 21 21 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
556 20:31:29 22Jun2016 23 24 23 23 21 23 22 25 21 26 23 23 22 22 22 20 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
561 20:31:34 22Jun2016 24 24 23 23 21 23 22 25 21 25 22 23 22 21 22 20 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
566 20:31:39 22Jun2016 24 24 23 23 22 23 21 25 21 26 23 23 22 21 22 21 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
571 20:31:44 22Jun2016 24 24 23 23 22 23 22 25 21 26 23 23 22 21 22 20 22 22 21 21 22 23 21 21 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
576 20:31:49 22Jun2016 24 24 23 23 22 23 22 25 21 26 23 23 22 22 22 21 22 21 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
581 20:31:54 22Jun2016 24 24 23 23 21 23 22 25 21 25 23 23 21 22 22 21 22 21 21 21 22 23 21 21 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
586 20:31:59 22Jun2016 23 24 23 23 21 23 22 25 21 26 23 22 22 21 22 21 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
591 20:32:4 22Jun2016 24 24 23 22 22 23 22 25 21 26 22 23 22 21 22 20 22 22 21 21 22 23 21 21 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
596 20:32:9 22Jun2016 24 24 23 23 21 23 22 25 21 26 23 23 22 22 22 21 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
601 20:32:14 22Jun2016 23 24 23 23 21 23 22 25 21 26 23 23 22 22 22 21 22 22 21 21 21 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
606 20:32:19 22Jun2016 24 24 22 23 22 23 22 25 21 25 23 23 22 22 22 21 21 21 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
611 20:32:24 22Jun2016 24 24 23 23 22 23 22 25 21 26 22 23 22 22 22 21 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
616 20:32:29 22Jun2016 24 24 23 23 22 23 22 25 21 26 22 23 22 21 22 21 22 22 21 21 22 22 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
621 20:32:34 22Jun2016 24 24 23 23 21 23 22 25 21 25 23 23 22 21 22 20 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
626 20:32:39 22Jun2016 23 24 23 23 22 23 22 25 21 26 22 23 22 21 22 21 22 22 21 21 22 23 21 21 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
631 20:32:44 22Jun2016 24 24 23 23 21 23 22 25 21 26 22 23 22 22 22 20 21 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
636 20:32:49 22Jun2016 23 24 23 23 22 23 22 25 21 25 23 22 21 22 22 21 22 22 20 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
641 20:32:54 22Jun2016 24 24 23 23 21 23 22 25 21 26 22 23 22 21 22 21 22 22 21 21 22 23 21 21 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
646 20:32:59 22Jun2016 23 24 23 23 22 23 22 25 21 26 23 23 22 21 22 20 21 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
651 20:33:4 22Jun2016 24 23 23 23 21 23 22 25 21 26 23 23 22 21 22 21 22 22 21 21 22 23 21 21 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
656 20:33:9 22Jun2016 23 24 23 22 21 23 22 25 21 26 23 23 22 21 22 20 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
661 20:33:14 22Jun2016 24 24 22 23 21 23 22 25 21 26 23 22 22 21 22 20 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
666 20:33:19 22Jun2016 24 24 23 23 22 23 22 25 21 25 23 22 22 21 22 20 21 22 21 22 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
671 20:33:24 22Jun2016 23 24 23 23 21 23 22 25 21 26 22 23 22 21 22 20 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
676 20:33:29 22Jun2016 24 24 23 23 21 23 22 25 21 26 23 23 22 21 22 21 22 22 21 22 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
681 20:33:34 22Jun2016 24 24 23 23 21 23 21 25 21 26 23 23 22 21 21 20 21 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
686 20:33:39 22Jun2016 23 24 23 23 21 23 22 25 21 25 22 23 22 22 22 21 22 21 21 21 22 23 21 21 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
691 20:33:44 22Jun2016 24 24 23 23 22 23 22 25 21 26 23 23 22 21 22 21 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
