Seconds Time Day T0_25cM3-1Ti-sub_4_flange T1_26cM3-2Turbo_2_bellow T2_27_M3-3T_of_Ti-sub_4_b T3_28cM3-4Ion_pump_4_fla T4_29cM3-5Micros_top_fl T5_30cM3-6Micros_bot T6_55_M3-7Vertical_chimne T7_56_M3-8Turbo_2_cold_ca T8_57cM3-9Turbo_2_T_to_b T9_58_M3-10Turbo_2_botto T10_59_M3-11Turbo_2_RGA T11_60_M3-12Turbo_2_angle T12_43cM4-1Gate_valve_4_t T13_44_M4-2Gate_valve_3_to T14_45_M4-3Gate_valve_2_to T15_46_M4-4Horiz_large_rec T16_47cM4-5Ion_pump_3_bo T17_48cM4-6Ion_pump_3_bot T18_49cM4-7Ti-sub_3_flange T19_50cM4-8T_before_back_ T20_51_M4-9Gate_valve_4_b T21_52cM4-10Turbo_2_bello T22_53cM4-11Ion_pump_3_fl T23_54cM4-12Back_window_ S0_25cM3-1Ti-sub_4_flange S1_26cM3-2Turbo_2_bellow S2_27_M3-3T_of_Ti-sub_4_b S3_28cM3-4Ion_pump_4_fla S4_29cM3-5Micros_top_fl S5_30cM3-6Micros_bot S6_55_M3-7Vertical_chimne S7_56_M3-8Turbo_2_cold_ca S8_57cM3-9Turbo_2_T_to_b S9_58_M3-10Turbo_2_botto S10_59_M3-11Turbo_2_RGA S11_60_M3-12Turbo_2_angle S12_43cM4-1Gate_valve_4_t S13_44_M4-2Gate_valve_3_to S14_45_M4-3Gate_valve_2_to S15_46_M4-4Horiz_large_rec S16_47cM4-5Ion_pump_3_bo S17_48cM4-6Ion_pump_3_bot S18_49cM4-7Ti-sub_3_flange S19_50cM4-8T_before_back_ S20_51_M4-9Gate_valve_4_b S21_52cM4-10Turbo_2_bello S22_53cM4-11Ion_pump_3_fl S23_54cM4-12Back_window_ O0_25cM3-1Ti-sub_4_flange O1_26cM3-2Turbo_2_bellow O2_27_M3-3T_of_Ti-sub_4_b O3_28cM3-4Ion_pump_4_fla O4_29cM3-5Micros_top_fl O5_30cM3-6Micros_bot O6_55_M3-7Vertical_chimne O7_56_M3-8Turbo_2_cold_ca O8_57cM3-9Turbo_2_T_to_b O9_58_M3-10Turbo_2_botto O10_59_M3-11Turbo_2_RGA O11_60_M3-12Turbo_2_angle O12_43cM4-1Gate_valve_4_t O13_44_M4-2Gate_valve_3_to O14_45_M4-3Gate_valve_2_to O15_46_M4-4Horiz_large_rec O16_47cM4-5Ion_pump_3_bo O17_48cM4-6Ion_pump_3_bot O18_49cM4-7Ti-sub_3_flange O19_50cM4-8T_before_back_ O20_51_M4-9Gate_valve_4_b O21_52cM4-10Turbo_2_bello O22_53cM4-11Ion_pump_3_fl O23_54cM4-12Back_window_ 
20540 5:42:24 3Jul2016 152 95 155 143 150 121 131 42 76 54 47 55 45 66 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20545 5:42:29 3Jul2016 152 94 155 143 150 121 130 43 76 54 47 55 45 65 56 124 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20550 5:42:34 3Jul2016 152 95 155 143 150 121 131 43 76 55 47 55 45 66 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20555 5:42:39 3Jul2016 152 95 155 143 150 121 131 43 76 54 47 55 45 66 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20560 5:42:44 3Jul2016 152 94 155 143 150 121 131 43 76 54 47 55 44 65 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20565 5:42:49 3Jul2016 152 94 155 143 150 121 131 43 76 55 47 55 45 65 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20570 5:42:54 3Jul2016 152 95 155 143 150 121 131 43 76 54 47 54 45 66 56 123 129 139 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20575 5:42:59 3Jul2016 152 95 155 143 150 121 131 42 76 54 47 55 45 66 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20580 5:43:4 3Jul2016 152 94 155 143 150 121 131 43 77 54 48 54 45 65 56 123 130 139 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20585 5:43:9 3Jul2016 152 95 155 143 150 121 131 42 77 54 47 55 45 65 56 124 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20590 5:43:14 3Jul2016 152 95 155 143 150 121 131 43 77 54 47 54 45 66 56 124 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20595 5:43:19 3Jul2016 152 95 155 143 150 120 131 43 77 54 47 55 45 65 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20600 5:43:24 3Jul2016 152 95 155 143 150 121 131 43 77 54 47 55 45 66 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20605 5:43:29 3Jul2016 152 95 155 143 150 121 131 43 77 54 47 54 45 66 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20610 5:43:34 3Jul2016 152 94 155 143 150 121 131 42 76 54 47 55 45 65 56 123 130 139 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20615 5:43:39 3Jul2016 152 95 155 143 150 121 131 43 77 54 48 55 45 66 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20620 5:43:44 3Jul2016 152 94 155 143 150 121 131 43 77 54 47 54 45 66 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20625 5:43:49 3Jul2016 152 95 155 143 150 121 131 43 77 54 47 55 45 66 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20630 5:43:54 3Jul2016 152 94 155 143 150 120 131 43 76 54 48 54 45 66 57 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20635 5:43:59 3Jul2016 152 95 155 143 150 120 131 42 77 54 48 55 45 65 57 124 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20640 5:44:4 3Jul2016 152 94 155 143 150 120 131 43 77 55 47 55 45 66 57 123 130 140 123 127 120 98 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20645 5:44:9 3Jul2016 152 95 155 143 150 120 131 42 77 54 47 54 45 66 57 123 130 139 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20650 5:44:14 3Jul2016 152 95 155 143 150 121 131 43 77 54 47 54 45 66 57 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20655 5:44:19 3Jul2016 152 95 155 143 150 121 131 42 76 55 47 55 45 66 57 123 130 140 123 127 120 97 141 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20660 5:44:24 3Jul2016 152 94 155 143 150 120 131 42 77 55 47 55 44 66 57 123 130 140 123 127 120 98 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20665 5:44:29 3Jul2016 152 95 155 143 150 120 131 43 76 55 47 54 45 66 57 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20670 5:44:34 3Jul2016 152 95 155 143 150 121 131 43 76 54 47 54 44 66 57 123 130 139 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20675 5:44:39 3Jul2016 151 95 155 143 150 121 131 43 77 54 47 55 45 66 57 123 130 139 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20680 5:44:44 3Jul2016 152 95 155 143 150 121 131 43 76 54 47 55 45 66 57 123 130 139 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20685 5:44:49 3Jul2016 152 94 155 143 150 120 131 43 77 54 47 55 45 66 57 123 130 140 123 126 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20690 5:44:54 3Jul2016 152 94 155 143 150 120 131 42 76 54 47 54 45 66 56 123 129 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20695 5:44:59 3Jul2016 152 94 155 143 150 120 131 43 77 55 47 54 45 66 57 123 130 139 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20700 5:45:4 3Jul2016 152 94 155 143 150 121 131 43 77 54 47 54 45 66 57 123 130 139 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20705 5:45:9 3Jul2016 152 95 155 143 150 121 131 43 77 54 47 55 45 66 57 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20711 5:45:15 3Jul2016 152 94 155 143 150 121 131 43 77 55 47 54 45 66 57 123 130 140 123 127 120 97 142 146 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20716 5:45:20 3Jul2016 152 94 155 143 150 121 131 42 76 54 47 54 45 65 56 123 130 139 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20721 5:45:25 3Jul2016 152 94 155 143 150 121 131 42 76 54 47 55 45 65 56 123 130 139 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20726 5:45:30 3Jul2016 152 95 155 143 150 120 131 43 77 54 47 55 45 66 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20731 5:45:35 3Jul2016 152 95 155 143 150 121 131 43 77 54 47 55 45 66 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20736 5:45:40 3Jul2016 152 94 155 143 150 120 131 43 76 54 47 55 45 66 56 123 130 139 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20741 5:45:45 3Jul2016 152 94 155 143 150 121 131 43 76 54 47 55 45 66 56 123 130 139 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20746 5:45:50 3Jul2016 152 95 155 143 150 121 131 43 77 54 47 54 45 65 56 123 130 139 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20751 5:45:55 3Jul2016 152 94 155 143 150 121 131 43 77 54 47 55 45 66 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20756 5:46:0 3Jul2016 152 95 155 143 150 121 131 43 77 54 47 55 45 66 56 123 130 139 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20761 5:46:5 3Jul2016 152 95 155 143 150 121 131 43 77 54 47 55 45 66 56 123 129 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20766 5:46:10 3Jul2016 152 95 155 143 150 120 131 42 76 54 47 55 45 66 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20771 5:46:15 3Jul2016 152 95 155 143 150 120 131 43 77 55 47 55 45 66 57 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20776 5:46:20 3Jul2016 152 94 155 143 150 121 131 43 76 54 47 54 45 65 57 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20781 5:46:25 3Jul2016 152 94 155 143 150 120 131 42 77 54 47 54 45 65 57 123 129 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20786 5:46:30 3Jul2016 152 95 155 143 150 120 131 43 76 54 47 55 45 65 57 123 130 139 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20791 5:46:35 3Jul2016 152 94 155 143 150 120 131 42 76 55 47 54 45 65 57 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20796 5:46:40 3Jul2016 152 94 155 143 150 121 131 42 77 54 47 54 45 65 57 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20801 5:46:45 3Jul2016 152 95 155 143 150 120 131 43 76 55 47 55 45 66 57 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20806 5:46:50 3Jul2016 152 94 155 143 150 121 131 42 77 54 47 55 45 66 57 123 130 140 123 127 120 97 141 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20811 5:46:55 3Jul2016 152 94 155 143 150 121 131 43 76 54 47 55 44 65 57 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20816 5:47:0 3Jul2016 152 95 155 143 150 121 131 43 77 54 47 55 44 66 57 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20821 5:47:5 3Jul2016 152 95 155 143 150 121 131 43 77 54 47 54 45 66 57 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20826 5:47:10 3Jul2016 152 95 155 143 150 120 131 43 76 54 47 55 45 65 57 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20831 5:47:15 3Jul2016 152 94 155 143 150 121 131 43 76 54 47 55 45 65 57 123 130 139 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20836 5:47:20 3Jul2016 152 94 155 143 150 121 131 42 76 54 47 55 45 65 57 123 129 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20841 5:47:25 3Jul2016 152 94 155 143 150 121 131 43 76 54 47 55 45 66 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20846 5:47:30 3Jul2016 152 94 155 143 150 121 131 43 77 54 47 54 45 66 56 123 129 139 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20851 5:47:35 3Jul2016 152 94 155 143 150 121 131 42 76 54 47 55 45 66 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20856 5:47:40 3Jul2016 152 94 155 143 150 120 131 43 76 55 47 55 45 66 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20861 5:47:45 3Jul2016 152 94 155 143 150 121 131 43 77 54 47 54 45 66 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20866 5:47:50 3Jul2016 152 94 155 143 150 120 130 42 77 55 47 54 45 66 56 124 129 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20871 5:47:55 3Jul2016 152 94 155 143 150 121 131 43 76 54 47 54 45 66 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20876 5:48:0 3Jul2016 152 94 155 143 150 120 131 43 76 54 47 55 45 66 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20881 5:48:5 3Jul2016 152 94 155 143 150 121 131 43 77 54 47 54 45 66 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
20886 5:48:10 3Jul2016 152 94 155 143 150 121 131 43 77 55 47 55 45 66 56 123 130 140 123 127 120 98 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
